#,Status,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
427,Resolved,Bug,Normal, Reopen with different nodelist set creates SIL woes ,Cyrus Harrison,-,2.2.1,Cyrus Harrison,10/14/2010,,0%,,10/14/2010 12:19 pm,02/23/2011 05:24 pm,3 - Occasional,2 - Minor Irritation,2.1.0,,,All,DOE/ASC,"
Mike Wickett has a dataset where the available nodelists change as the simulation progresses.  (The dataset is @ /g/g24/cyrush/visit/issue00427 on LLNL OCF)
If you create a mesh plot of ""slide_mesh"" & then reopen on any timestep with a different set of nodelists - the reopen will turn off all sets in the SIL & produce a plot with no data.
It appears some how topset is incorrect for this mesh (the second in the file) due to the change of sets representing the nodelists (which are only defined on the first mesh).
I tested VisIt 1.x and this didn't happen, it started in version 2.0.0.
"
428,Pending,Feature,Normal, CSG Specify Bounding Box ,-,-,-,Scott McKinley,10/14/2010,,0%,,10/14/2010 06:57 pm,03/28/2011 06:48 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
I have been doing a lot of visualization of a human phantom using the CSG format. I think a good feature would be for me to edit the bounding box that gets read in. Sometimes I would like to focus on one organ without having to write out a new graphics file just to set the bounding box. I would include it in the Mesh Management options to specify min/max in x,y and z.
"
429,Resolved,Bug,Normal, Use -exec-timeout in our internal launch scripts ,Mark Miller,-,2.2,Cyrus Harrison,10/14/2010,,50%,0.50 hour,10/14/2010 08:06 pm,10/20/2010 01:24 am,3 - Occasional,2 - Minor Irritation,2.1.0,,,All,Any,"
The current launching scripts appear to still use the old ""-timeout"" option causing the warning message:
""-timeout option will soon be deprecated, Use -idle-timeout or -exec-timeout""
To be shown from each engine instance launched (in parallel you get one warning per processor)
"
430,Pending,Bug,Normal, Can't rename directory that contains previously opened database in Windows ,Eric Brugger,-,-,Jay Carlton,10/15/2010,,0%,,10/15/2010 10:14 am,09/21/2011 04:18 pm,3 - Occasional,2 - Minor Irritation,2.1.0,,,Windows,Any,"
If I have a databse open and then close it, VisIt prevents me from deleting or renaming the directory containing that database for the duration of the session. I expected the lock on the directory to be released when all databases in that directory and all dialogs with it open are closed.
To reproduce:1. Make a scratch directory.2. Copy curv3d.silo there.3. Open that copy of curv3d.silo in VisIt.4. Add a plot5. Try to rename curv3d.silo and observe that this is impossible currently.6. Delete the plot.7. Close the database, leaving VisIt open.8. Note that it's now possible to rename or move the database.9. Try to rename the scratch directory, and observe this does not work.
"
431,Resolved,Feature,High," We need host profiles for the new LLNL machines aztec, edge and inca ",Eric Brugger,-,2.1.1,Eric Brugger,10/15/2010,,100%,1.00 hour,10/15/2010 11:49 am,10/29/2010 01:51 pm,,,2.12.3,3 - Medium,3 - Occasional,All,DOE/ASC,"
We need to create new host profiles for the LLNL machines aztec, edge and inca. The aztec one will probably be equivalent to yana and the inca one will be equivalent to hopi. The edge one will probably be like atlas.
"
432,Pending,Feature,Normal, Enable TearOff option for pulldown menus ,-,-,-,Bob Corey,10/15/2010,,0%,,10/15/2010 04:54 pm,11/03/2010 01:27 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
TearOff menus are a nice time saving feature that can be implemented withminimal coding - at least with Qt. Would be nice to see enabled for toplevel menus and the Plot menus.
"
433,Pending,Bug,Normal, Viewer Crash with Multiple Linked Windows ,Kathleen Biagas,-,-,Jay Carlton,10/18/2010,,0%,,10/18/2010 10:52 am,02/07/2011 01:14 pm,3 - Occasional,4 - Crash / Wrong Results,2.1.0,,,Windows,Any,"
I'm crashing the viewer fairly regularly when I have multiple viewer windows up and linked by view and timestep. I've got a Silo database, and this usually occurs when I let it cycle across all the timesteps a few times. VisIt is usually stable for several minutes before the crash, depending on how much mouse manipulation there is.
Log files for a recent crash are attached.
"
434,Resolved,Bug,Normal, Problem with new Python function RenamPickLabel() ,Brad Whitlock,-,2.1.1,Bob Corey,10/19/2010,,0%,,10/19/2010 02:36 pm,10/29/2010 02:50 pm,4 - Common,3 - Major Irritation,2.1.0,,,All,Any,"
This function is new to version 2.1. The function will only let me rename the label one time. All calls after the first callresult in no change to the label. There will be cases where we want to change the label over time (i.e. put up a resultvalue as part of the label).
"
435,Pending,Bug,Normal, mish/mash of CL arg handling ,-,-,-,Mark Miller,10/20/2010,,0%,,10/20/2010 01:38 am,11/03/2010 01:26 pm,4 - Common,2 - Minor Irritation,2.0.1,,,All,Any,"
Perhaps there this is just a developer education issue. However, we have CL args that influence behavior of various components some of which are documented and handled directly in internallauncher, some of which are documented in internallauncher but not really handled there, some of which are not documented in internallauncher but handled elsewhere (see the slew of engine debug arguments) and, then again, a variety of these are also handled via host profiles. Some arguments seem to have had same name and purpose to different components (e.g. -timeout for mdserver and engine) but recent changes have broken one or the other (e.g. -idle-timeout used to specify engine idle timeout so now mdserver will get whatever its default timeout is which may or may not be same as engine's). Some arguments can only be controlled by passing on CL directly. Others are controlled by both CL and host profiles, etc.
This just seems like a mish/mash of methods for handling the following issues...a) documenting the meaning of a CL argument in such a way that users can easily obtain itb) providing nice GUI to set themc) ensuring different components get the right argumentsd) detecting invalid argument combinations and/or option values and issueing useful error messages.
If there is some systematic strategy that is being used here that I am not seeing, please someone explain it to me.Otherwise, this is in need of an overhaul.
"
436,Developer Review,Feature,Normal, User friendly host profiles (part 1) ,-,-,-,Sean Ahern,10/20/2010,,0%,,10/20/2010 12:24 pm,11/03/2010 01:26 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
The host profiles that we distribute with VisIt should have placeholders where more user information is required.  An example is the bank. Some profiles require that users enter a bank before they can submit jobs. Rather than prompt users for a possible bank at install time, this should be done at run time.  A placeholder of some type should be in the initial host profile for the bank.  At runtime, and the first time a profile with a placeholder is used, VisIt should prompt the user for the value of that field.  This could pertain to any item in the profile, not just bank.  The entered value would then be stored back in the profile, memorized for future use.
This would allow us to no longer prompt for the bank at install time (confusing users), and would allow prompting for other information. It would allow multiple host profiles with placeholders to be installed at once.
"
437,Developer Review,Feature,Normal, User friendly host profiles (part 2) ,-,-,-,Sean Ahern,10/20/2010,,0%,,10/20/2010 12:37 pm,11/03/2010 01:25 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
VisIt should have the ability to import and export host profiles as separate files.
Ideally, users should be able to open a host profile through the normal File Open dialog.  VisIt should then detect that it's a host profile file an import it appropriately.  (This has the potential to cross a network boundary between the mdserver and the viewer.)
"
438,Resolved,Bug,Normal, visit2_1_0.linux-x86_64-rhel4.tar.gz lacks the Xdmf plugin. ,Jeremy Meredith,-,2.2,Brad Whitlock,10/20/2010,,0%,,10/20/2010 05:54 pm,01/27/2011 05:52 pm,3 - Occasional,2 - Minor Irritation,2.1.0,,,Linux,Any,"
According to a forum user, the visit2_1_0.linux-x86_64-rhel4.tar.gz distribution lacks the Xdmf reader. It doesn't look like this distribution is created at LLNL since ""grep rhel"" in visit-build-open doesn't turn up results. This is mainly a note to whoever builds that distribution that they need to compile libXdmf.
"
439,Resolved,Bug,Normal, Parallel msub/srun engines fail to launch when VisIt is started from directory that lacks write permissions ,Eric Brugger,-,2.1.2,Brad Whitlock,10/20/2010,,100%,6.00 hours,10/20/2010 06:40 pm,11/17/2010 04:21 pm,2 - Rare,3 - Major Irritation,2.1.0,,,Linux,Any,"
Andy Cook reported to me that he could not launch VisIt on LLNL's prism but it worked yesterday (Oct 19, 2010). When I had him start VisIt in his home directory, he was able to get nodes. I was able to reproduce the failure like this:
1. cd2. mkdir visit_test3. chmod 500 visit_test4. cd visit_test5. visit6. Open a data file and choose a profile that requires msub/srun like prism. The engine appears to start but it quits before connecting to the viewer.
A way to debug this would be to build a debug version of VisIt and run the engine directly under totalview with -reverse_launch to make it start the rest of VisIt. Set the environment, etc that VisIt would want before running under totalview:
Running: msub -v LIBPATH=/usr/gapps/visit/2.1.0/linux-x86_64/lib,LD_LIBRARY_PATH=/usr/gapps/visit/2.1.0/linux-x86_64/lib:/usr/local/tools/mvapich-gnu/lib/shared:/usr/local/lib,VISITHOME=/usr/gapps/visit/2.1.0,VISITARCHHOME=/usr/gapps/visit/2.1.0/linux-x86_64,VISITPLUGINDIR=:/g/g19/whitlocb/.visit/linux-x86_64/plugins:/usr/gapps/visit/2.1.0/linux-x86_64/plugins -l nodes=4:ppn=2 -l walltime=30:00 -q pbatch -A bdivp cd /g/g19/whitlocb/test_visit ulimit -c 0    srun -n 8 ""/usr/gapps/visit/2.1.0/linux-x86_64/bin/engine_par -host prism1.llnl.gov -port 5600 -dir /usr/gapps/visit -noloopback -forcestatic -timeout 480 -key 75bbe984479d38d1a10f""
"
440,Pending,Feature,Normal, Add option to turn off message window ,-,-,-,Brad Whitlock,10/20/2010,,0%,,10/20/2010 07:08 pm,11/03/2010 01:25 pm,,,2.12.3,1 - Very Low,2 - Rare,All,Any,"
A user wants an option to turn off the message window so he never sees it again. This option should exist in the Preferences window. Also add a ""never show again"" button the Message window itself that would turn off messages and save that setting into the guiconfig.
"
441,Resolved,Feature,Normal, Change visit-install to use bourne bash/sh ,Eric Brugger,-,2.2.1,Eric Brugger,10/22/2010,,100%,8.00 hours,10/22/2010 11:50 am,02/15/2011 01:12 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
The current visit-install script is written in csh, which is not available on some systems. We should change it to bash/sh, which is more widely available.
"
442,Resolved,Bug,Normal, PickByNode query over time doesn't seem to allow multiple variables ,Kathleen Biagas,-,2.3,Brad Whitlock,10/22/2010,,0%,40.00 hours,10/22/2010 04:06 pm,03/03/2011 05:12 pm,2 - Rare,3 - Major Irritation,2.1.0,,,All,Any,"
PickByNode query over time doesn't seem to allow multiple variables. Hank Shay wanted to do several queries over time to investigate the behavior of a node so I told him to do a query over time of PickByNode. I tried in my office to use multiple variables since that's what Hank wanted but it didn't seem to work. One variable at a time worked okay.
1. Open wave*.silo database2. Make a Pseudocolor plot of pressure3. Draw4. Make expression Y = coords(quadmesh)[1]5. Open Query window and do PickByNode for node 17119, an exterior node near the middle of the dataset.6. Click Time Curve. Since we only used ""default"", it worked fine.7. Use the Variables button to append variable Y so we have ""default Y"" in the text field8. Click time curve again.
ERROR: VisIt was unable to determine the variable type for localhost:/Users/whitlock2/data/wave/wave*.silo database's  variable.
9. Change the variables to just Y.10. Click Time Curve
Now it works fine. It looks like time curve can only do one variable.
"
443,Resolved,Feature,Normal, Give 64-bit Mac different platform name so both 32-bit and 64-bit versions can be installed. ,Brad Whitlock,-,2.2.1,Brad Whitlock,10/22/2010,,0%,,10/22/2010 04:27 pm,01/28/2011 01:24 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
We have a collection of 32-bit and 64-bit Macs. We'd like them to each get their best version of VisIt from /usr/gapps/visit. This requires that both versions get installed with a different platform name. Currently both use darwin-i386 for the platform name. Maybe the 64-bit version should use darwin-x86_64.
This change requires that we update build_visit, internallauncher, CMake build, ""check for updates"". There might be more that I'm forgetting.
"
444,Pending,Feature,Normal, Add jet machine to visit-build-open/visit-install-open scripts. ,Brad Whitlock,-,-,Brad Whitlock,10/22/2010,,0%,,10/22/2010 04:33 pm,11/03/2010 01:23 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Jet is Steve Langer's AX desktop machine. It's fairly new, 64-bit and has MPI. Brad has an account on it. Once we set up config-site for it, maybe Eric could get an account on it. If Eric had an account on it, we could use it as a build platform for automatically installing on AX network's /usr/gapps by adding jet into the visit-build-open and visit-install-open scripts.
"
445,Resolved,Feature,Normal, Add GMV reader for VisIt ,Brad Whitlock,-,2.2,Brad Whitlock,10/22/2010,,0%,,10/22/2010 04:41 pm,10/28/2010 05:12 pm,,,2.12.3,3 - Medium,3 - Occasional,All,Any,"
Terry Jordan of DOE/NETL has requested a GMV reader for VisIt. Apparently, the LLC that now owns GMV has also expressed interest. Terry sent Brad some data files.
"
446,Resolved,Bug,Normal, Silo 4.7.2 memory fault and interaction with Velodyne plugin ,Mark Miller,-,2.1.1,Mark Miller,10/25/2010,,0%,,10/25/2010 05:05 am,11/03/2010 04:38 pm,3 - Occasional,4 - Crash / Wrong Results,2.0.1,,,Linux,DOE/ASC,"
I think the root cause of this problem is in the Silo library itself; 4.7.2. The RC exhibits the problem but not the trunk. It may require updating the Silo library for VisIt and I am not sure we ordinarily do that for patch releases.
However, attached to this ticket are two Silo files, one with PDB driver and equiv. with HDF5 driver. On Alastor.llnl.gov, VisIt fails to open HDF5 one correctly, even issuing a low-level Silo error that Silo was NOT compiled with HDF5 support. However, velodyne plugin is attempted first. It is an HDF5 plugin and when I disable it, Silo successfully opens the file. I think velodyne might be corrupting internal HDF5 lib state before Silo plugin even sees it. But, I don't honestly know.
User: Matt O'Brien
"
